User ID,Signup Date,Age,Gender,Country,signup_channel,Tier at Signup
U00141,10/06/2023,34,F,US,partner,standard
U00142,2023-03-26,16,M,US,paid_search,premium
U00143,30-06-2024,15,F,US,organic,standard
U00144,08-10-2022,27,M,US,paid_search,standard
U00145,10/17/2024,40,F,DE,paid_search,standard
U00146,2022-11-22,31,F,IN,organic,basic
U00147,29-04-2024,26,F,BR,paid_search,standard
U00148,2022-04-27,14,NB,US,organic,basic
U00149,2022-11-12,58,F,US,paid_social,premium
U00150,18-04-2023,43,F,US,paid_social,standard
U00151,08/09/2024,21,F,US,organic,standard
U00152,2023-12-22,23,F,IN,partner,premium
U00153,2024-10-13,35,M,IN,organic,basic
U00154,2022-07-01,46,F,UK,referral,standard
U00155,2022-07-26,48,Prefer not to say,US,partner,standard
U00156,2023-11-14,21,F,UK,organic,standard
U00157,2024-07-20,28,F,CA,referral,premium
U00158,"Mar 11, 2022",22,F,CA,paid_social,standard
U00159,2022-12-02,40,F,DE,organic,basic
U00160,2024-09-10,34,F,US,organic,basic
U00161,10/27/2023,23,M,US,paid_social,premium
U00162,02/09/2023,50,F,CA,partner,premium
U00163,2022-07-14,42,F,IN,paid_social,premium
U00164,2023-04-15,36,F,US,referral,premium
U00165,05-09-2022,34,F,CA,organic,standard
U00166,2022-05-08,45,M,US,organic,standard
U00167,2023-09-14,24,F,BR,paid_social,premium
U00168,2024-04-23,20,M,US,referral,standard
U00169,"Oct 15, 2022",46,Unknown,IN,paid_search,standard
U00170,2022-01-06,31,M,UK,paid_social,premium
U00171,02/12/2023,55,M,US,paid_social,basic
U00172,"Dec 17, 2023",23,M,BR,paid_social,standard
U00173,2023-09-13,37,NB,FR,referral,standard
U00174,2024-06-10,53,F,AU,partner,basic
U00175,08/26/2022,38,F,FR,referral,premium
U00176,2023-05-07,41,F,UK,organic,premium
U00177,2024-03-13,49,M,US,paid_search,standard
U00178,02/16/2024,23,F,US,paid_search,standard
U00179,2023-09-17,22,F,UK,organic,basic
U00180,2024-05-07,39,F,US,organic,premium
U00181,2022-03-08,19,F,US,organic,premium
U00182,2023-05-11,44,F,DE,organic,standard
U00183,2024-01-13,22,F,US,referral,premium
U00184,2023-09-24,77,M,IN,paid_social,premium
U00185,2024-12-15,25,F,BR,organic,standard
U00186,29-05-2023,32,M,DE,partner,standard
U00187,03-06-2023,45,M,US,paid_search,premium
U00188,01/12/2024,50,F,DE,paid_search,standard
U00189,10/07/2024,58,F,JP,organic,premium
U00190,02/12/2024,43,F,FR,referral,standard
U00191,"Oct 08, 2022",54,F,IN,organic,premium
U00192,06-11-2024,56,F,US,paid_search,standard
U00193,2022-02-22,24,F,JP,paid_search,premium
U00194,2024-02-19,29,M,JP,paid_social,premium
U00195,2022-04-09,43,M,US,organic,basic
U00196,2022-11-29,45,F,CA,paid_search,standard
U00197,08-01-2024,55,Prefer not to say,US,organic,premium
U00198,2023-10-20,22,NB,UK,paid_search,standard
U00199,2022-08-19,41,F,MX,paid_social,standard
U00200,2023-10-07,27,F,US,paid_social,standard
U00201,2024-03-13,45,F,IN,paid_social,premium
U00202,06/16/2023,40,F,US,paid_social,standard
U00203,2023-05-14,30,M,MX,organic,standard
U00204,2022-08-16,43,NB,US,organic,premium
U00205,01-12-2023,54,F,UK,organic,premium
U00206,2022-10-21,53,M,CA,paid_search,premium
U00207,2024-04-26,23,F,US,paid_search,standard
U00208,2023-03-15,41,M,US,referral,standard
U00209,04-05-2023,54,,MX,referral,premium
U00210,2024-02-20,57,M,US,paid_search,premium
U00211,2024-11-08,37,F,US,organic,basic
U00212,2022-06-11,41,F,DE,organic,standard
U00213,12-10-2022,52,F,UK,partner,standard
U00214,08-03-2022,38,F,BR,organic,basic
U00215,17-04-2023,33,F,BR,organic,standard
U00216,2022-03-04,54,F,US,referral,premium
U00217,2022-07-03,45,M,UK,paid_social,standard
U00218,23-04-2022,22,M,IN,organic,premium
U00219,18-07-2024,21,Prefer not to say,MX,paid_search,standard
U00220,2022-08-18,38,F,US,organic,standard
U00221,2023-02-07,31,M,US,referral,standard
U00222,2022-02-16,25,N/A,DE,paid_search,basic
U00223,2023-06-25,33,M,AU,paid_search,standard
U00224,04-08-2022,39,F,US,paid_social,standard
U00225,07-08-2022,44,M,US,referral,premium
U00226,23-11-2023,24,M,UK,referral,standard
U00227,2023-03-05,18,F,DE,partner,standard
U00228,28-11-2024,21,F,FR,paid_social,premium
U00229,"Mar 15, 2023",48,M,CA,organic,premium
U00230,2022-06-26,56,M,US,referral,basic
U00231,2024-08-03,20,M,AU,organic,standard
U00232,2024-02-23,66,M,US,referral,standard
U00233,19-06-2024,17,M,CA,paid_search,standard
U00234,2023-05-07,19,M,UK,referral,premium
U00235,2023-05-04,19,M,MX,organic,premium
U00236,2023-04-05,48,M,FR,organic,standard
U00237,2022-04-10,55,F,IN,partner,standard
U00238,2024-04-27,22,F,US,organic,premium
U00239,2023-01-18,31,F,CA,paid_search,standard
U00240,2024-02-21,35,NB,US,referral,standard
U00241,08-06-2022,36,M,DE,paid_search,premium
U00242,03/04/2023,37,F,BR,referral,basic
U00243,2024-05-28,21,Prefer not to say,AU,organic,premium
U00244,06/29/2022,32,M,BR,referral,basic
U00245,2022-10-30,32,M,CA,organic,basic
U00246,2022-03-31,32,F,DE,paid_search,premium
U00247,"Mar 08, 2023",26,NB,FR,referral,premium
U00248,2022-03-04,54,M,US,partner,premium
U00249,2023-06-08,20,M,US,organic,standard
U00250,2022-07-13,32,F,US,partner,standard
U00251,2023-10-30,26,F,US,paid_social,basic
U00252,2024-01-01,18,NB,US,referral,premium
U00253,2022-08-03,58,F,BR,paid_social,basic
U00254,09/07/2022,18,Prefer not to say,US,paid_social,premium
U00255,2024-11-28,47,M,IN,organic,basic
U00256,2022-01-28,22,M,UK,organic,premium
U00257,"Aug 06, 2023",33,M,US,organic,basic
U00258,2023-03-05,34,M,AU,paid_search,standard
U00259,2024-03-12,25,F,US,organic,basic
U00260,19-10-2022,39,M,DE,paid_search,basic
U00261,2022-07-24,63,F,US,paid_search,basic
U00262,2022-07-14,50,M,UK,organic,basic
U00263,03/04/2023,39,M,DE,organic,basic
U00264,03-07-2022,21,F,DE,paid_search,premium
U00265,2022-04-28,25,F,DE,paid_search,standard
U00266,2022-01-31,25,F,IN,partner,standard
U00267,2023-05-31,42,F,US,paid_search,standard
U00268,12/06/2022,62,F,US,referral,basic
U00269,2024-01-19,24,F,MX,organic,basic
U00270,2024-02-12,28,M,US,organic,standard
U00271,07/11/2022,16,F,UK,partner,premium
U00272,05-05-2022,41,F,US,paid_social,basic
U00273,2023-04-01,51,M,US,paid_search,premium
U00274,10-02-2024,53,F,IN,paid_social,basic
U00275,06/20/2022,26,M,UK,partner,premium
U00276,2024-07-16,21,M,US,organic,premium
U00277,2023-06-11,22,F,US,paid_search,premium
U00278,21-08-2024,18,M,US,paid_search,premium
U00279,2024-03-04,44,M,IN,paid_search,standard
U00280,2023-01-08,45,M,US,paid_social,standard
U00281,2022-10-15,42,M,US,organic,basic
U00282,21-02-2022,20,M,US,partner,standard
U00283,2024-10-04,13,M,US,partner,basic
U00284,2023-09-27,36,Prefer not to say,UK,organic,premium
U00285,2022-02-17,30,M,FR,organic,standard
U00286,13-06-2023,26,M,UK,paid_social,standard
U00287,02-05-2024,20,F,US,paid_social,premium
U00288,2022-04-27,52,F,UK,organic,standard
U00289,04/02/2023,47,M,IN,organic,premium
U00290,2022-04-16,0,F,BR,partner,premium
U00291,2022-10-11,24,F,CA,referral,premium
U00292,11/16/2024,31,M,UK,paid_social,basic
U00293,2023-01-30,29,F,CA,organic,basic
U00294,06/08/2023,62,M,UK,partner,basic
U00295,2024-08-24,47,F,US,partner,premium
U00296,2023-01-05,34,M,US,partner,premium
U00297,2024-04-01,30,Prefer not to say,MX,organic,premium
U00298,09-10-2024,35,M,US,organic,basic
U00299,2024-04-11,26,M,AU,paid_social,standard
U00300,2023-12-30,39,F,FR,organic,standard
U00301,"Mar 17, 2024",30,F,IN,referral,standard
U00302,2023-05-25,22,M,IN,organic,standard
U00303,2024-07-20,37,M,MX,paid_search,basic
U00304,"Dec 31, 2024",33,F,CA,organic,premium
U00305,2022-12-22,53,F,US,paid_search,premium
U00306,2022-08-22,25,F,US,organic,standard
U00307,2024-09-07,21,M,US,partner,standard
U00308,"May 10, 2022",27,M,DE,organic,premium
U00309,2023-01-21,42,M,JP,referral,premium
U00310,2024-05-15,55,F,DE,organic,premium
U00311,2023-01-27,56,M,UK,paid_social,premium
U00312,24-08-2024,45,M,US,organic,standard
U00313,14-06-2023,21,M,CA,organic,basic
U00314,"Feb 18, 2022",21,F,US,paid_search,premium
U00315,"Sep 30, 2023",43,Prefer not to say,MX,organic,basic
U00316,11/26/2023,34,M,DE,partner,standard
U00317,24-04-2022,31,M,US,organic,basic
U00318,12/25/2022,31,NB,MX,paid_social,standard
U00319,14-01-2024,17,M,UK,organic,basic
U00320,2024-03-03,37,F,US,referral,basic
U00321,2024-05-06,52,M,US,paid_social,premium
U00322,2022-04-15,38,F,UK,paid_search,basic
U00323,09/22/2022,34,F,DE,organic,premium
U00324,11/29/2023,52,F,US,paid_social,basic
U00325,2022-10-04,62,M,DE,organic,standard
U00326,04/12/2024,40,F,US,referral,basic
U00327,"Aug 28, 2022",43,F,IN,partner,standard
U00328,2023-04-09,43,Prefer not to say,AU,organic,basic
U00329,02/01/2023,47,NB,UK,referral,premium
U00330,26-02-2022,43,F,UK,partner,standard
U00331,2023-12-01,52,M,DE,organic,basic
U00332,12/06/2023,26,F,FR,paid_search,premium
U00333,2023-06-29,46,NB,US,paid_search,basic
U00334,2023-04-11,32,F,DE,referral,premium
U00335,17-04-2022,53,Prefer not to say,DE,referral,standard
U00336,10/30/2023,19,F,BR,organic,premium
U00337,2022-12-20,41,M,MX,organic,premium
U00338,09-04-2022,41,M,BR,partner,premium
U00339,2023-03-15,21,M,US,organic,basic
U00340,22-02-2022,58,F,US,organic,standard
U00341,2024-09-03,19,Prefer not to say,US,paid_search,premium
U00342,2023-12-08,40,M,US,referral,standard
U00343,2024-11-27,15,F,UK,organic,premium
U00344,2023-03-03,19,F,US,partner,premium
U00345,2024-06-04,25,F,US,partner,standard
U00346,2024-11-21,23,M,US,organic,premium
U00347,2024-06-06,51,F,AU,organic,premium
U00348,2023-11-05,58,M,JP,paid_social,standard
U00349,2024-02-14,28,Prefer not to say,CA,referral,standard
U00350,20-08-2022,46,M,US,partner,basic
U00351,2023-03-17,13,M,IN,paid_search,standard
U00352,04-03-2022,37,F,AU,organic,basic
U00353,2022-07-09,26,M,BR,partner,basic
U00354,2023-06-08,47,F,BR,organic,premium
U00355,"Aug 13, 2022",69,M,DE,paid_search,basic
U00356,2024-11-12,46,F,IN,paid_social,standard
U00357,19-10-2022,26,F,US,organic,premium
U00358,18-05-2023,23,Prefer not to say,US,referral,basic
U00359,2024-07-01,32,F,US,organic,basic
U00360,2024-09-09,30,M,FR,paid_search,standard
U00361,2024-11-08,18,F,US,organic,premium
U00362,2024-04-06,53,F,FR,organic,standard
U00363,2022-01-14,42,F,FR,paid_social,premium
U00364,"Apr 02, 2024",40,Prefer not to say,AU,organic,premium
U00365,01/20/2024,60,M,US,organic,premium
U00366,"Nov 17, 2022",24,M,UK,organic,standard
U00367,2023-10-24,55,M,UK,organic,basic
U00368,2024-12-25,22,M,US,partner,standard
U00369,18-06-2023,19,F,BR,organic,premium
U00370,2022-01-25,29,F,US,referral,basic
U00371,2022-05-02,44,M,US,organic,basic
U00372,07-09-2022,38,M,DE,partner,premium
U00373,11/01/2022,41,F,US,paid_search,standard
U00374,2022-07-10,35,M,DE,organic,basic
U00375,2022-03-21,43,F,DE,paid_search,basic
U00376,2023-01-06,25,F,US,partner,standard
U00377,2024-04-17,26,F,US,partner,premium
U00378,2022-12-25,42,F,MX,referral,premium
U00379,2022-03-10,24,M,CA,referral,basic
U00380,2022-02-17,42,M,US,paid_social,premium
U00381,"Oct 19, 2022",64,M,DE,organic,standard
U00382,2024-11-20,31,NB,BR,paid_social,standard
U00383,2023-11-15,18,Prefer not to say,IN,partner,premium
U00384,02/11/2024,48,F,JP,organic,standard
U00385,2023-10-31,51,F,FR,organic,standard
U00386,09/27/2024,24,Prefer not to say,BR,partner,standard
U00387,19-06-2022,56,M,MX,paid_search,premium
U00388,2022-06-28,57,M,US,paid_social,standard
U00389,2023-06-10,18,F,UK,paid_social,basic
U00390,2023-09-05,54,F,DE,organic,premium
U00391,2024-05-23,84,M,DE,paid_search,basic
U00392,2023-10-13,25,F,IN,paid_social,basic
U00393,2022-04-20,55,M,MX,paid_search,premium
U00394,2024-02-11,49,M,US,paid_social,basic
U00395,2022-03-12,31,F,AU,referral,basic
U00396,2023-01-15,28,Prefer not to say,AU,referral,premium
U00397,2023-04-02,47,M,FR,organic,premium
U00398,11-09-2023,26,Prefer not to say,FR,paid_search,premium
U00399,2024-08-19,51,M,DE,paid_search,basic
U00400,21-12-2024,250,Prefer not to say,IN,organic,standard
U00401,08-10-2022,32,M,UK,partner,standard
U00402,"Oct 15, 2024",25,M,CA,organic,premium
U00403,2022-10-15,65,M,US,organic,standard
U00404,02/28/2022,20,F,UK,partner,standard
U00405,2024-01-13,42,M,IN,organic,premium
U00406,2022-12-25,14,F,AU,organic,premium
U00407,2022-01-21,25,F,US,paid_social,premium
U00408,2023-05-01,47,M,DE,partner,premium
U00409,"Apr 11, 2022",37,Prefer not to say,US,organic,standard
U00410,2024-11-21,37,F,MX,paid_search,standard
U00411,04/05/2023,24,F,IN,organic,premium
U00412,10/25/2023,44,M,US,partner,basic
U00413,2023-07-08,34,M,UK,referral,basic
U00414,04/22/2022,19,Prefer not to say,AU,paid_search,standard
U00415,2024-01-28,40,F,US,organic,standard
U00416,2022-09-13,35,F,UK,paid_search,standard
U00417,2022-04-29,36,F,US,partner,basic
U00418,2024-01-02,54,F,US,paid_social,basic
U00419,2022-04-11,38,M,UK,partner,standard
U00420,2022-05-23,250,F,FR,referral,standard
U00421,"Jul 04, 2024",24,F,US,organic,standard
U00422,17-11-2024,51,F,US,organic,basic
U00423,30-04-2022,45,F,US,organic,premium
U00424,01/27/2023,44,M,US,paid_search,premium
U00425,2022-01-08,56,M,DE,organic,basic
U00426,2023-08-13,49,Prefer not to say,US,organic,standard
U00427,2024-06-01,17,F,US,organic,standard
U00428,2022-07-24,28,F,DE,organic,basic
U00429,2022-05-10,45,NB,BR,paid_social,basic
U00430,18-09-2022,33,M,US,organic,premium
U00431,06/03/2022,51,F,US,organic,premium
U00432,2023-12-14,34,F,BR,paid_social,premium
U00433,09/28/2022,21,F,DE,referral,premium
U00434,2023-06-18,25,M,US,paid_social,premium
U00435,09/19/2023,28,Prefer not to say,US,partner,premium
U00436,2024-06-24,57,Prefer not to say,AU,partner,basic
U00437,11/22/2023,18,F,US,paid_search,premium
U00438,2024-10-26,36,F,US,paid_social,standard
U00439,"Jul 02, 2024",23,M,UK,organic,premium
U00440,2024-02-08,42,M,US,referral,basic
U00441,2024-07-14,20,M,DE,paid_social,basic
U00442,2023-03-01,51,M,JP,paid_social,standard
U00443,"May 05, 2022",23,F,UK,paid_social,premium
U00444,2023-09-18,56,M,US,organic,basic
U00445,27-01-2024,47,F,MX,organic,standard
U00446,05/10/2024,26,M,UK,paid_social,basic
U00447,2023-07-30,57,F,DE,organic,basic
U00448,21-04-2022,26,F,US,referral,standard
U00449,"Mar 25, 2024",28,Prefer not to say,JP,partner,standard
U00450,2022-01-23,20,M,US,organic,standard
U00451,2023-04-20,23,F,US,referral,premium
U00452,"Oct 22, 2023",20,F,CA,paid_social,premium
U00453,06/21/2024,20,F,UK,paid_social,premium
U00454,2024-03-29,24,F,BR,organic,premium
U00455,09/15/2023,55,F,FR,paid_social,premium
U00456,02/18/2024,26,M,CA,organic,premium
U00457,2022-08-03,43,Prefer not to say,FR,paid_search,premium
U00458,2023-09-29,53,M,US,organic,basic
U00459,2024-11-05,20,M,IN,organic,standard
U00460,2022-07-25,54,M,UK,paid_social,premium
U00461,"Nov 19, 2023",27,M,CA,organic,premium
U00462,2024-01-27,0,M,US,partner,standard
U00463,2022-11-27,22,F,IN,paid_social,standard
U00464,2023-02-09,21,M,UK,paid_social,standard
U00465,02/07/2024,33,M,US,paid_social,premium
U00466,04/02/2024,43,M,UK,paid_social,basic
U00467,2023-06-14,19,M,UK,paid_search,premium
U00468,"Oct 06, 2023",25,F,CA,paid_search,standard
U00469,2023-02-16,23,M,AU,referral,premium
U00470,2024-06-25,28,M,US,organic,premium
U00471,2022-05-02,32,M,US,paid_search,basic
U00472,2024-11-14,53,M,US,referral,basic
U00473,2023-04-16,46,F,BR,paid_search,premium
U00474,20-02-2023,54,F,AU,paid_search,basic
U00475,09/05/2022,39,F,DE,paid_search,basic
U00476,2022-06-28,47,M,JP,paid_social,premium
U00477,2023-08-10,32,F,US,partner,premium
U00478,2022-10-21,29,F,CA,paid_social,standard
U00479,2023-07-09,53,M,BR,organic,premium
U00480,04/04/2023,35,F,UK,referral,basic
U00481,01/02/2024,24,F,US,paid_social,premium
U00482,2022-11-17,0,M,US,partner,basic
U00483,05/25/2023,39,F,BR,organic,basic
U00484,2024-09-14,31,F,CA,referral,basic
U00485,10-10-2022,52,M,AU,paid_search,standard
U00486,2023-08-22,43,M,US,partner,premium
U00487,06/13/2024,45,F,US,paid_social,basic
U00488,29-03-2023,17,M,UK,organic,basic
U00489,01/31/2023,50,F,UK,referral,standard
U00490,13-02-2023,50,F,MX,paid_search,basic
U00491,2023-04-13,55,NB,US,organic,basic
U00492,19-11-2022,29,M,US,paid_search,premium
U00493,04/14/2022,29,F,US,organic,premium
U00494,2023-01-09,15,F,US,paid_social,standard
U00495,"Apr 03, 2023",47,M,US,paid_search,premium
U00496,2022-02-17,33,Prefer not to say,US,organic,standard
U00497,2023-10-02,47,F,AU,referral,standard
U00498,2024-12-23,33,M,UK,organic,basic
U00499,"Mar 18, 2023",43,M,CA,organic,basic
U00500,2022-06-13,62,M,MX,paid_social,basic
U00501,30-01-2023,21,M,US,organic,premium
U00502,2023-02-23,48,F,US,organic,premium
U00503,04/20/2023,35,F,US,paid_search,basic
U00504,2023-09-19,38,M,DE,organic,standard
U00505,01/26/2024,46,M,AU,paid_search,standard
U00506,2022-08-30,54,M,US,partner,basic
U00507,2023-10-21,41,M,DE,paid_social,basic
U00508,2022-08-13,64,M,DE,organic,premium
U00509,01/11/2024,18,F,UK,paid_social,premium
U00510,2023-05-03,62,F,US,organic,standard
U00511,2024-06-19,43,M,US,partner,basic
U00512,02/09/2022,16,M,US,referral,basic
U00513,2022-07-05,16,M,AU,organic,standard
U00514,06/22/2024,54,F,US,referral,basic
U00515,2024-04-16,63,F,US,organic,premium
U00516,2023-03-17,51,M,DE,organic,basic
U00517,29-10-2023,20,F,US,paid_search,basic
U00518,2024-10-12,50,F,US,organic,premium
U00519,16-11-2024,22,F,JP,referral,premium
U00520,2023-06-11,61,NB,BR,referral,basic
U00521,01-02-2022,50,Unknown,MX,organic,basic
U00522,02-02-2023,51,F,US,paid_search,basic
U00523,"Dec 18, 2024",52,M,US,organic,premium
U00524,"May 20, 2024",51,F,DE,paid_search,premium
U00525,2024-03-21,21,F,IN,partner,premium
U00526,2024-08-11,47,F,US,paid_search,basic
U00527,2023-07-03,42,M,UK,organic,standard
U00528,2023-01-12,62,M,DE,organic,basic
U00529,07/29/2022,40,M,US,paid_search,premium
U00530,2023-08-15,55,F,US,paid_social,standard
U00531,2024-02-08,36,M,US,partner,basic
U00532,23-07-2022,24,M,UK,paid_search,basic
U00533,2022-03-07,38,M,US,referral,basic
U00534,2024-09-20,50,M,BR,organic,premium
U00535,2023-11-19,21,M,IN,referral,premium
U00536,"Oct 22, 2024",41,F,US,organic,standard
U00537,30-05-2024,46,M,UK,paid_social,standard
U00538,"Aug 13, 2022",26,M,US,organic,standard
U00539,03/05/2023,36,M,US,partner,premium
U00540,2022-04-06,31,M,US,partner,basic
U00541,2024-09-11,23,M,UK,organic,standard
U00542,2022-04-13,24,M,US,organic,standard
U00543,2023-10-24,0,F,FR,paid_social,basic
U00544,2022-02-24,46,F,US,paid_social,standard
U00545,02/15/2024,56,M,US,paid_social,basic
U00546,2022-05-15,33,M,CA,organic,basic
U00547,2024-10-30,27,M,US,paid_search,standard
U00548,"Sep 15, 2023",55,F,MX,paid_search,basic
U00549,2023-05-22,63,F,UK,organic,standard
U00550,2022-04-18,19,F,CA,partner,standard
U00551,2022-03-01,29,F,MX,paid_search,basic
U00552,09/05/2024,17,F,MX,organic,standard
U00553,05/03/2022,47,M,US,partner,basic
U00554,2024-02-20,30,M,FR,paid_search,premium
